Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NORMANTON PARK,"1,280,000",656.6,"1,949",Mar-25,NORMANTON PARK,Sub Sale,Strata,61,"20,984",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
THE VERANDAH RESIDENCES,"983,800",484.38,"2,031",Mar-25,PASIR PANJANG ROAD,Resale,Strata,45,"21,862",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
TWIN VEW,"2,088,000","1,140.98","1,830",Mar-25,WEST COAST VALE,Resale,Strata,106,"19,698",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,01 to 05
ONE-NORTH RESIDENCES,"2,350,000","1,313.21","1,790",Mar-25,ONE-NORTH GATEWAY,Resale,Strata,122,"19,262",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,170,000",602.78,"1,941",Mar-25,WEST COAST VALE,Resale,Strata,56,"20,893",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
WEST-N,"2,050,000","1,216.33","1,685",Mar-25,PASIR PANJANG ROAD,Resale,Strata,113,"18,142",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE TRILINQ,"905,000",538.2,"1,682",Mar-25,JALAN LEMPENG,Resale,Strata,50,"18,100",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
CLEMENTIWOODS CONDOMINIUM,"2,500,000","1,819.12","1,374",Mar-25,WEST COAST ROAD,Resale,Strata,169,"14,793",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
THE CLEMENT CANOPY,"2,053,000",990.29,"2,073",Mar-25,CLEMENTI AVENUE 1,Resale,Strata,92,"22,315",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
BLUE HORIZON,"1,760,000","1,162.51","1,514",Mar-25,WEST COAST CRESCENT,Resale,Strata,108,"16,296",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
BOTANNIA,"3,008,000","1,593.07","1,888",Mar-25,WEST COAST PARK,Resale,Strata,148,"20,324",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
DOVER PARKVIEW,"1,280,000",936.47,"1,367",Mar-25,DOVER RISE,Resale,Strata,87,"14,713",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,530,000",731.95,"2,090",Mar-25,NORMANTON PARK,Sub Sale,Strata,68,"22,500",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
THE CLEMENT CANOPY,"2,008,000",990.29,"2,028",Mar-25,CLEMENTI AVENUE 1,Resale,Strata,92,"21,826",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,26 to 30
BOTANNIA,"1,560,000",904.18,"1,725",Mar-25,WEST COAST PARK,Resale,Strata,84,"18,571",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,250,000",839.59,"1,489",Mar-25,ROCHESTER DRIVE,Resale,Strata,78,"16,026",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
CLAVON,"1,388,000",678.13,"2,047",Mar-25,CLEMENTI AVENUE 1,Sub Sale,Strata,63,"22,032",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
PARC RIVIERA,"990,000",602.78,"1,642",Mar-25,WEST COAST VALE,Resale,Strata,56,"17,679",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
PARC RIVIERA,"1,588,000",904.18,"1,756",Mar-25,WEST COAST VALE,Resale,Strata,84,"18,905",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
THE PARC CONDOMINIUM,"2,600,000","1,345.5","1,932",Mar-25,WEST COAST WALK,Resale,Strata,125,"20,800",-,Condominium,1,Freehold,05,Outside Central Region,21 to 25
PARC CLEMATIS,"2,500,000","1,044.11","2,394",Mar-25,JALAN LEMPENG,Resale,Strata,97,"25,773",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"2,080,000","1,162.51","1,789",Mar-25,CLEMENTI AVENUE 1,Resale,Strata,108,"19,259",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
SEAHILL,"780,000",495.14,"1,575",Mar-25,WEST COAST CRESCENT,Resale,Strata,46,"16,957",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
VARSITY PARK CONDOMINIUM,"2,310,000","1,345.5","1,717",Mar-25,WEST COAST ROAD,Resale,Strata,125,"18,480",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
THE INFINITI,"2,465,000","1,496.2","1,648",Mar-25,WEST COAST PARK,Resale,Strata,139,"17,734",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
WHISTLER GRAND,"1,870,000",958,"1,952",Mar-25,WEST COAST VALE,Resale,Strata,89,"21,011",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
WHISTLER GRAND,"1,168,888",602.78,"1,939",Mar-25,WEST COAST VALE,Resale,Strata,56,"20,873",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
DOVER PARKVIEW,"1,980,000","1,280.92","1,546",Mar-25,DOVER RISE,Resale,Strata,119,"16,639",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
NORMANTON PARK,"1,920,000",968.76,"1,982",Mar-25,NORMANTON PARK,Sub Sale,Strata,90,"21,333",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
DOVER PARKVIEW,"1,380,000",968.76,"1,425",Mar-25,DOVER RISE,Resale,Strata,90,"15,333",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
THE STELLAR,"2,588,000","1,485.43","1,742",Mar-25,WEST COAST ROAD,Resale,Strata,138,"18,754",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
SEAHILL,"1,800,000","1,044.11","1,724",Mar-25,WEST COAST CRESCENT,Resale,Strata,97,"18,557",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
CLAVON,"1,558,888",764.24,"2,040",Mar-25,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"21,956",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
PARC IMPERIAL,"788,000",398.27,"1,979",Mar-25,PASIR PANJANG ROAD,Resale,Strata,37,"21,297",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"2,320,000","1,463.9","1,585",Mar-25,WEST COAST ROAD,Resale,Strata,136,"17,059",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,470,000",968.76,"1,517",Mar-25,DOVER RISE,Resale,Strata,90,"16,333",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,11 to 15
THE TRILINQ,"1,780,000",914.94,"1,945",Mar-25,JALAN LEMPENG,Resale,Strata,85,"20,941",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
DOVER PARKVIEW,"1,320,000",968.76,"1,363",Mar-25,DOVER RISE,Resale,Strata,90,"14,667",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
HARBOUR VIEW GARDENS,"1,237,000",624.31,"1,981",Mar-25,PASIR PANJANG ROAD,Resale,Strata,58,"21,328",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
CLAVON,"2,510,000","1,130.22","2,221",Mar-25,CLEMENTI AVENUE 1,Sub Sale,Strata,105,"23,905",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
TWIN VEW,"1,660,000",904.18,"1,836",Mar-25,WEST COAST VALE,Resale,Strata,84,"19,762",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,01 to 05
THE ROCHESTER RESIDENCES,"1,554,000","1,280.92","1,213",Mar-25,ROCHESTER DRIVE,Resale,Strata,119,"13,059",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
THE TRILINQ,"1,333,888",710.42,"1,878",Mar-25,JALAN LEMPENG,Resale,Strata,66,"20,210",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,21 to 25
VENTANA,"1,680,000","1,130.22","1,486",Mar-25,PASIR PANJANG HILL,Resale,Strata,105,"16,000",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
BLUE HORIZON,"1,650,000","1,151.75","1,433",Mar-25,WEST COAST CRESCENT,Resale,Strata,107,"15,421",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,06 to 10
PARC RIVIERA,"1,125,000",645.84,"1,742",Mar-25,WEST COAST VALE,Resale,Strata,60,"18,750",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
WHISTLER GRAND,"2,100,000","1,065.64","1,971",Mar-25,WEST COAST VALE,Resale,Strata,99,"21,212",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,16 to 20
NORMANTON PARK,"2,088,000",936.47,"2,230",Mar-25,NORMANTON PARK,Sub Sale,Strata,87,"24,000",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
THE TRILINQ,"975,000",538.2,"1,812",Mar-25,JALAN LEMPENG,Resale,Strata,50,"19,500",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,31 to 35
VILLAGE @ PASIR PANJANG,"1,880,000","1,011.82","1,858",Mar-25,PASIR PANJANG ROAD,Resale,Strata,94,"20,000",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,900,000",968.76,"1,961",Mar-25,NORMANTON PARK,Sub Sale,Strata,90,"21,111",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
PARC CLEMATIS,"2,008,888",990.29,"2,029",Mar-25,JALAN LEMPENG,Resale,Strata,92,"21,836",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,11 to 15
PARC CLEMATIS,"1,380,000",688.9,"2,003",Mar-25,JALAN LEMPENG,Resale,Strata,64,"21,563",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE ROCHESTER RESIDENCES,"2,150,000","1,205.57","1,783",Feb-25,ROCHESTER DRIVE,Resale,Strata,112,"19,196",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
WHISTLER GRAND,"1,180,000",602.78,"1,958",Feb-25,WEST COAST VALE,Resale,Strata,56,"21,071",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
NORMANTON PARK,"3,500,000","1,614.6","2,168",Feb-25,NORMANTON PARK,Sub Sale,Strata,150,"23,333",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
CLAVON,"1,485,000",764.24,"1,943",Feb-25,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"20,915",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,050,000",527.44,"1,991",Feb-25,CLEMENTI AVENUE 1,Sub Sale,Strata,49,"21,429",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
WHISTLER GRAND,"1,140,000",613.55,"1,858",Feb-25,WEST COAST VALE,Resale,Strata,57,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
SEAHILL,"1,185,000",785.77,"1,508",Feb-25,WEST COAST CRESCENT,Resale,Strata,73,"16,233",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,06 to 10
CLAVON,"1,608,000",764.24,"2,104",Feb-25,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"22,648",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
WEST BAY CONDOMINIUM,"1,048,000",850.36,"1,232",Feb-25,WEST COAST CRESCENT,Resale,Strata,79,"13,266",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
DOVER PARKVIEW,"2,000,000","1,291.68","1,548",Feb-25,DOVER RISE,Resale,Strata,120,"16,667",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,16 to 20
BOTANNIA,"2,475,000","1,614.6","1,533",Feb-25,WEST COAST PARK,Resale,Strata,150,"16,500",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
NORMANTON PARK,"1,548,000",764.24,"2,026",Feb-25,NORMANTON PARK,Sub Sale,Strata,71,"21,803",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
ONE-NORTH RESIDENCES,"2,300,000","1,334.74","1,723",Feb-25,ONE-NORTH GATEWAY,Resale,Strata,124,"18,548",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
BUONA LODGE,"2,480,000","1,636.13","1,516",Feb-25,ZEHNDER ROAD,Resale,Strata,152,"16,316",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
BLUE HORIZON,"1,270,000",958,"1,326",Feb-25,WEST COAST CRESCENT,Resale,Strata,89,"14,270",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,353,000",861.12,"1,571",Feb-25,ROCHESTER DRIVE,Resale,Strata,80,"16,913",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,16 to 20
THE ROCHESTER RESIDENCES,"2,168,000","1,302.44","1,665",Feb-25,ROCHESTER DRIVE,Resale,Strata,121,"17,917",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,31 to 35
PARC CLEMATIS,"2,251,688","1,044.11","2,157",Feb-25,JALAN LEMPENG,Resale,Strata,97,"23,213",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,920,000",958,"2,004",Feb-25,CLEMENTI AVENUE 1,Sub Sale,Strata,89,"21,573",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
THE SORRENTO,"860,000",462.85,"1,858",Feb-25,WEST COAST ROAD,Resale,Strata,43,"20,000",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
WHISTLER GRAND,"1,170,000",602.78,"1,941",Feb-25,WEST COAST VALE,Resale,Strata,56,"20,893",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
ONE-NORTH RESIDENCES,"1,830,000",979.52,"1,868",Feb-25,ONE-NORTH GATEWAY,Resale,Strata,91,"20,110",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
CARABELLE,"1,590,000",882.65,"1,801",Feb-25,WEST COAST WAY,Resale,Strata,82,"19,390",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
HUNDRED TREES,"1,635,000",914.94,"1,787",Feb-25,WEST COAST DRIVE,Resale,Strata,85,"19,235",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE PARC CONDOMINIUM,"2,606,000","1,291.68","2,018",Feb-25,WEST COAST WALK,Resale,Strata,120,"21,717",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
THE PARC CONDOMINIUM,"1,180,000",667.37,"1,768",Feb-25,WEST COAST WALK,Resale,Strata,62,"19,032",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
HORIZON RESIDENCES,"1,930,000",990.29,"1,949",Feb-25,PASIR PANJANG HILL,Resale,Strata,92,"20,978",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,485,000",775.01,"1,916",Feb-25,SOUTH BUONA VISTA ROAD,Sub Sale,Strata,72,"20,625",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE TRILINQ,"1,735,000",914.94,"1,896",Feb-25,JALAN LEMPENG,Resale,Strata,85,"20,412",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,01 to 05
THE CLEMENT CANOPY,"1,295,000",656.6,"1,972",Feb-25,CLEMENTI AVENUE 1,Resale,Strata,61,"21,230",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,06 to 10
THE CLEMENT CANOPY,"2,050,000",990.29,"2,070",Feb-25,CLEMENTI AVENUE 1,Resale,Strata,92,"22,283",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,36 to 40
CLAVON,"1,180,000",527.44,"2,237",Feb-25,CLEMENTI AVENUE 1,Sub Sale,Strata,49,"24,082",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
PARC RIVIERA,"1,765,000",990.29,"1,782",Feb-25,WEST COAST VALE,Resale,Strata,92,"19,185",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,11 to 15
